Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Quantity,Cost,Price,Discount,Revenue,Profit
2038,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,2,7.7486,14.62,0,14.62,6.8714
2039,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,3,7.6194,14.94,0.2,11.952,4.3326
2040,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,7,7.8624,15.12,0.7,4.536,-3.3264
2041,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,2,15.26,30.52,0.7,9.156,-6.104
2042,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,5,54.636,94.2,0.2,75.36,20.724
2043,CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,6,37.3776,71.88,0.2,57.504,20.1264
2044,US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,7,31.0912,48.58,0.2,38.864,7.7728
2045,CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,3,10.1088,19.44,0.2,15.552,5.4432
2046,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,2,117.1008,162.64,0,162.64,45.5392
2047,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,3,316.41,597,0,597,280.59
2048,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1,28.8496,55.48,0,55.48,26.6304
2049,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",7,253.575,362.25,0.2,289.8,36.225
2050,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3,4.5036,8.34,0.7,2.502,-2.0016
2051,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,4,11.232,21.6,0.7,6.48,-4.752
2052,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,8,414.664,487.84,0.3,341.488,-73.176
2053,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5,10.286,13.9,0.2,11.12,0.834
2054,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",6,21.8592,31.68,0.2,25.344,3.4848
2055,CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,3,12.117,17.31,0,17.31,5.193
2056,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,5,135.966,199.95,0,199.95,63.984
2057,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,7,1174.1506,1586.69,0,1586.69,412.5394
2058,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,1,54.3936,84.99,0,84.99,30.5964
2059,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,2,341.794,411.8,0,411.8,70.006
2060,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,3,6.1236,11.34,0,11.34,5.2164
2061,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",5,59.422,80.3,0,80.3,20.878
2062,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2,10.5788,19.96,0.2,15.968,5.3892
2063,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,13,34.3122,64.74,0,64.74,30.4278
2064,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3,13.266,24.12,0.2,19.296,6.03
2065,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,4,393.4708,405.64,0,405.64,12.1692
2066,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,3,155.499,182.94,0.2,146.352,-9.147
2067,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,9,204.0471,251.91,0,251.91,47.8629
2068,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,3,8.673,12.39,0,12.39,3.717
2069,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,4,129.974,199.96,0,199.96,69.986
2070,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,3,808.5714,888.54,0.2,710.832,-97.7394
2071,CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1,3.235,6.47,0.7,1.941,-1.294
2072,US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,5,330.057,354.9,0.2,283.92,-46.137
2073,CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2,4.7528,9.14,0.2,7.312,2.5592
2074,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,3,46.1769,59.97,0,59.97,13.7931
2075,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",7,694.9089,951.93,0.2,761.544,66.6351
2076,CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",3,29.682,58.2,0,58.2,28.518
2077,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",5,19.95,39.9,0,39.9,19.95
2078,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,7,64.5106,90.86,0,90.86,26.3494
2079,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,5,49.322,94.85,0,94.85,45.528
2080,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,7,69.0508,132.79,0.2,106.232,37.1812
2081,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,2,100.7856,139.98,0.2,111.984,11.1984
2082,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,2,5.9768,9.64,0.2,7.712,1.7352
2083,CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6,20.592,37.44,0,37.44,16.848
2084,CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,2,14.8,29.6,0.2,23.68,8.88
2085,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",4,65.9448,122.12,0,122.12,56.1752
2086,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,5,9.7785,18.45,0,18.45,8.6715
2087,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,5,285.912,324.9,0,324.9,38.988
2088,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,3,77.7669,146.73,0,146.73,68.9631
2089,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,2,2.4948,3.96,0,3.96,1.4652
2090,CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,2,3.1104,5.76,0,5.76,2.6496
2091,CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3,13.5405,26.55,0,26.55,13.0095
2092,CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,3,359.2269,443.49,0.3,310.443,-48.7839
2093,CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,5,398.317,479.9,0,479.9,81.583
2094,CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,87401,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,1,12.4936,12.88,0,12.88,0.3864
2095,US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,5,11.644,16.4,0.2,13.12,1.476
2096,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,8,271.2752,511.84,0,511.84,240.5648
2097,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,4,66.2112,91.96,0,91.96,25.7488
2098,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,3,6.1716,8.34,0,8.34,2.1684
2099,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,3,35.325,47.1,0.2,37.68,2.355
2100,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,7,199.4601,349.93,0.2,279.944,80.4839
2101,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,3,652.3182,795.51,0.2,636.408,-15.9102
2102,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",4,73.8116,103.96,0.2,83.168,9.3564
2103,CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,4,285.0496,323.92,0.2,259.136,-25.9136
2104,CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,4,115.3984,221.92,0,221.92,106.5216
2105,CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,2,14.3,26,0,26,11.7
2106,US-2014-167633,9/30/2014,10/5/2014,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,3,10.1088,19.44,0.2,15.552,5.4432
2107,US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,1,2.2776,4.38,0.8,0.876,-1.4016
2108,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,1,10.5894,19.98,0,19.98,9.3906
2109,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,3,273.867,497.94,0.2,398.352,124.485
2110,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,3,3.78,5.04,0,5.04,1.26
2111,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5,9.423,17.45,0,17.45,8.027
2112,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",4,302.94,403.92,0.2,323.136,20.196
2113,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,3,21.681,29.7,0,29.7,8.019
2114,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,4,1150.058,1619.8,0.2,1295.84,145.782
2115,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,2,34.1932,46.84,0,46.84,12.6468
2116,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,1,405.7938,500.98,0.15,425.833,20.0392
2117,CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,Rochester,New York,14609,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1,223.648,349.45,0.4,209.67,-13.978
2118,CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",7,86.3352,159.88,0,159.88,73.5448
2119,CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1,2.904,5.28,0,5.28,2.376
2120,CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,5,593.547,1119.9,0.2,895.92,302.373
2121,US-2017-168690,1/7/2017,1/13/2017,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3,4.7736,9.36,0.7,2.808,-1.9656
2122,CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",3,218.6757,269.97,0.2,215.976,-2.6997
2123,CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2,200.8268,241.96,0,241.96,41.1332
2124,CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9,14.4144,27.72,0,27.72,13.3056
2125,CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,5,69.3505,130.85,0.2,104.68,35.3295
2126,CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",7,53.5143,104.93,0.4,62.958,9.4437
2127,CA-2014-126032,6/23/2014,6/28/2014,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,3,85.2963,107.97,0.2,86.376,1.0797
2128,CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",3,58.4496,81.18,0.2,64.944,6.4944
2129,CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,4,13.4784,25.92,0.2,20.736,7.2576
2130,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,4,23.9616,33.28,0,33.28,9.3184
2131,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",9,26.5788,38.52,0,38.52,11.9412
2132,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,7,79.7202,139.86,0,139.86,60.1398
2133,CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",3,10.611,19.65,0,19.65,9.039
2134,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,3,275.3838,509.97,0.7,152.991,-122.3928
2135,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,7,12.9654,13.23,0.2,10.584,-2.3814
2136,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,4,79.1,158.2,0.4,94.92,15.82
2137,CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",5,26.199,36.9,0.6,14.76,-11.439
2138,CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,4,9.5056,18.28,0.8,3.656,-5.8496
2139,US-2017-157896,11/16/2017,11/16/2017,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,3,73.41,146.82,0,146.82,73.41
2140,CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,9,99.0729,186.93,0.2,149.544,50.4711
2141,CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,2,12.6836,17.14,0,17.14,4.4564
